type_code,frl
196,0.7432432432432435
197,0.181818181818182
198,0.181818181818182
199,0.22222222222222202
200,0.0833333333333333
201,0.1
202,0.0
203,0.0
204,0.0384615384615385
205,0.145833333333333
206,0.142857142857143
207,0.0
208,0.0
209,0.153846153846154
210,0.352941176470588
211,0.528846153846154
212,0.715909090909091
213,0.715909090909091
214,0.715909090909091
215,0.2637362637362639
216,0.2637362637362639
217,0.2637362637362639
218,0.676470588235294
219,0.676470588235294
220,0.0
221,0.834319526627219
222,0.834319526627219
223,0.565217391304348
224,0.565217391304348
225,0.565217391304348
226,0.7428571428571425
227,0.7428571428571425
228,0.6902654867256637
229,0.6902654867256637
230,0.5
231,0.5
232,0.285714285714286
233,0.6
234,0.6
235,0.8111888111888109
236,0.8111888111888109
237,0.41250000000000003
238,0.41250000000000003
239,0.621621621621621
240,0.621621621621621
241,0.4375
242,0.85655737704918
243,0.85655737704918
244,0.85655737704918
245,0.55
246,0.55
247,0.0
248,0.5
249,0.0476190476190476
250,0.9
251,0.222222222222222
252,0.0
253,0.454545454545455
254,0.0
255,0.0
256,0.285714285714286
257,0.0
258,0.666666666666667
259,0.0454545454545455
260,0.0566037735849057
261,0.0566037735849057
262,0.0566037735849057
263,0.21875
264,0.0
265,0.6923076923076927
266,0.6923076923076927
267,0.7282608695652175
268,0.7282608695652175
269,0.7179487179487181
270,0.7179487179487181
271,0.743119266055046
272,0.743119266055046
273,0.265625
274,0.265625
275,0.835443037974683
276,0.835443037974683
277,0.7972972972972979
278,0.366666666666667
279,0.366666666666667
280,0.571428571428571
281,0.333333333333333
282,0.0
283,0.222222222222222
284,0.15000000000000002
285,0.555555555555556
286,0.0
287,0.0
288,0.0
289,0.04
290,0.0
291,0.0
292,0.04
293,0.571428571428571
294,0.173913043478261
295,0.0
296,0.0357142857142857
297,0.2409638554216867
298,0.0
299,0.2121212121212126
300,0.0
301,0.0
302,0.222222222222222
303,0.0408163265306122
304,0.490196078431373
305,0.490196078431373
306,0.1
307,0.1
308,0.101449275362319
309,0.101449275362319
310,0.3488372093023255
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.42857142857142894
319,0.0
320,0.0
321,0.0
322,0.0
323,0.737100737100737
324,0.5826086956521743
325,0.5826086956521743
326,0.5357142857142856
327,0.5357142857142856
328,0.714285714285714
329,0.0476190476190476
330,0.0476190476190476
331,0.62962962962963
332,0.62962962962963
333,0.575221238938053
334,0.575221238938053
335,0.575221238938053
336,0.39999999999999974
337,0.39999999999999974
338,0.7500000000000002
339,0.7500000000000002
340,0.9120879120879118
341,0.9120879120879118
342,0.7518248175182483
343,0.7518248175182483
344,0.6785714285714287
345,0.6785714285714287
346,0.720430107526882
347,0.6
348,0.6
349,0.51948051948052
350,0.51948051948052
351,0.7875
352,0.7875
353,0.6458333333333333
354,0.6458333333333333
355,0.6458333333333333
356,0.894117647058823
357,0.894117647058823
358,0.894117647058823
359,0.8
360,0.8
361,0.6047904191616769
362,0.6047904191616769
363,0.6047904191616769
364,0.807692307692308
365,0.807692307692308
366,0.807692307692308
367,0.7609561752988047
368,0.7609561752988047
369,0.7278911564625854
370,0.7278911564625854
371,0.8294573643410847
372,0.8294573643410847
373,0.8294573643410847
374,0.7469135802469135
375,0.7469135802469135
376,0.7142857142857141
377,0.7142857142857141
378,0.7142857142857141
379,0.7500000000000001
380,0.7500000000000001
381,0.7500000000000001
382,0.6648044692737435
383,0.6648044692737435
384,0.515789473684211
385,0.515789473684211
386,0.515789473684211
387,0.864406779661017
388,0.864406779661017
389,0.864406779661017
390,0.805194805194805
391,0.805194805194805
392,0.805194805194805
393,0.272727272727273
394,0.272727272727273
395,0.114285714285714
396,0.4
397,0.333333333333333
398,0.0
399,0.0
400,0.388888888888889
401,0.117647058823529
402,0.117647058823529
403,0.0
404,0.0
405,0.676470588235294
406,0.676470588235294
407,0.636363636363636
408,0.636363636363636
409,0.636363636363636
410,0.49090909090909096
411,0.49090909090909096
412,0.133333333333333
413,0.556818181818182
414,0.556818181818182
415,0.0555555555555556
416,0.0909090909090909
417,0.230769230769231
418,0.230769230769231
419,0.6746987951807227
420,0.6746987951807227
421,0.6746987951807227
422,0.7639751552795033
423,0.7639751552795033
424,0.6000000000000001
425,0.6000000000000001
426,0.732558139534884
427,0.732558139534884
428,0.732558139534884
429,0.774774774774775
430,0.774774774774775
431,0.774774774774775
432,0.4861111111111113
433,0.4861111111111113
434,0.507936507936508
435,0.507936507936508
436,0.507936507936508
437,0.735632183908046
438,0.735632183908046
439,0.735632183908046
440,0.5241935483870971
441,0.5241935483870971
442,0.666666666666666
443,0.666666666666666
444,0.666666666666666
445,0.583333333333333
446,0.664739884393064
447,0.664739884393064
448,0.664739884393064
449,0.603524229074889
450,0.603524229074889
451,0.603524229074889
452,0.728571428571429
453,0.728571428571429
454,0.728571428571429
455,0.7
456,0.7
457,0.7
458,0.7457627118644065
459,0.7457627118644065
460,0.7457627118644065
461,0.7467532467532461
462,0.7467532467532461
463,0.7467532467532461
464,0.857142857142857
465,0.857142857142857
466,0.6307692307692304
467,0.6307692307692304
468,0.6307692307692304
469,0.672131147540984
470,0.672131147540984
471,0.672131147540984
472,0.5111111111111106
473,0.5111111111111106
474,0.755555555555555
475,0.755555555555555
476,0.755555555555555
477,0.666666666666667
478,0.666666666666667
479,0.5800000000000001
480,0.5800000000000001
481,0.5800000000000001
482,0.6919191919191917
483,0.6919191919191917
484,0.6919191919191917
485,0.814516129032258
486,0.814516129032258
487,0.814516129032258
488,0.75
489,0.75
490,0.75
491,0.6900000000000001
492,0.6900000000000001
493,0.6900000000000001
494,0.6603773584905656
495,0.6603773584905656
496,0.6603773584905656
497,0.656716417910448
498,0.656716417910448
499,0.656716417910448
500,0.627906976744186
501,0.627906976744186
502,0.627906976744186
503,0.5555555555555554
504,0.5555555555555554
505,0.738738738738739
506,0.738738738738739
507,0.738738738738739
508,0.0
509,0.0
510,0.0
511,0.64406779661017
512,0.64406779661017
513,0.64406779661017
514,0.852272727272727
515,0.852272727272727
516,0.852272727272727
517,0.783132530120482
518,0.783132530120482
519,0.783132530120482
520,0.691176470588236
521,0.7741935483870971
522,0.7741935483870971
523,0.3333333333333336
524,0.3333333333333336
525,0.3333333333333336
526,0.593023255813953
527,0.593023255813953
528,0.593023255813953
529,0.525423728813559
530,0.525423728813559
531,0.525423728813559
532,0.605263157894737
533,0.605263157894737
534,0.417721518987342
535,0.417721518987342
536,0.417721518987342
537,0.5
538,0.5
539,0.574850299401197
540,0.574850299401197
541,0.574850299401197
542,0.682119205298013
543,0.682119205298013
544,0.682119205298013
545,0.403225806451613
546,0.403225806451613
547,0.403225806451613
548,0.5959595959595959
549,0.5959595959595959
550,0.5959595959595959
551,0.8153846153846149
552,0.8153846153846149
553,0.8153846153846149
554,0.715909090909091
555,0.715909090909091
556,0.715909090909091
557,0.48936170212765906
558,0.48936170212765906
559,0.48936170212765906
560,0.5740740740740745
561,0.5740740740740745
562,0.7368421052631571
563,0.7368421052631571
564,0.7368421052631571
565,0.819047619047619
566,0.819047619047619
567,0.819047619047619
568,0.659663865546219
569,0.659663865546219
570,0.659663865546219
571,0.711538461538461
572,0.711538461538461
573,0.1680672268907564
574,0.136363636363636
575,0.333333333333333
576,0.0857142857142857
577,0.0454545454545455
578,0.104477611940299
579,0.104477611940299
580,0.0909090909090909
581,0.1756756756756756
582,0.560975609756097
583,0.21276595744680843
584,0.21276595744680843
585,0.0454545454545454
586,0.266666666666667
587,0.266666666666667
588,0.164179104477612
589,0.164179104477612
590,0.32499999999999996
591,0.0
592,0.178571428571429
593,0.2
594,0.2
595,0.0
596,0.32
597,0.341463414634146
598,0.341463414634146
599,0.0
600,0.0173913043478261
601,0.0
602,0.0
603,0.432432432432432
604,0.432432432432432
605,0.43181818181818155
606,0.43181818181818155
607,0.0
608,0.222222222222222
609,0.0555555555555556
610,0.0909090909090909
611,0.0909090909090909
612,0.0
613,0.0833333333333333
614,0.255813953488372
615,0.29729729729729704
616,0.0263157894736842
617,0.0
618,0.3157894736842106
619,0.2
620,0.0
621,0.47727272727272696
622,0.47727272727272696
623,0.0
624,0.24528301886792492
625,0.43478260869565216
626,0.43478260869565216
627,0.0
628,0.0
629,0.0588235294117647
630,0.0588235294117647
631,0.181818181818182
632,0.409090909090909
633,0.195652173913043
634,0.195652173913043
635,0.28
636,0.28
637,0.285714285714286
638,0.346153846153846
639,0.346153846153846
640,0.161290322580645
641,0.622448979591837
642,0.622448979591837
643,0.622448979591837
644,0.6725663716814159
645,0.6725663716814159
646,0.6725663716814159
647,0.35
648,0.661971830985916
649,0.661971830985916
650,0.661971830985916
651,0.6513761467889909
652,0.6513761467889909
653,0.6513761467889909
654,0.2916666666666667
655,0.2916666666666667
656,0.2916666666666667
657,0.36
658,0.36
659,0.32
660,0.6470588235294119
661,0.6470588235294119
662,0.475409836065574
663,0.475409836065574
664,0.6976744186046511
665,0.6976744186046511
666,0.58267716535433
667,0.58267716535433
668,0.58267716535433
669,0.377358490566038
670,0.377358490566038
671,0.681159420289855
672,0.681159420289855
673,0.681159420289855
674,0.602150537634408
675,0.602150537634408
676,0.7298387096774199
677,0.7298387096774199
678,0.7298387096774199
679,0.5308641975308644
680,0.5308641975308644
681,0.3472222222222223
682,0.3472222222222223
683,0.2499999999999999
684,0.2499999999999999
685,0.46808510638297907
686,0.46808510638297907
687,0.2421052631578951
688,0.2421052631578951
689,0.2421052631578951
690,0.403508771929825
691,0.403508771929825
692,0.347826086956522
693,0.4810126582278483
694,0.4810126582278483
695,0.2608695652173912
696,0.28
697,0.28
698,0.2826086956521734
699,0.285714285714286
700,0.285714285714286
701,0.431818181818182
702,0.4107142857142859
703,0.4107142857142859
704,0.325
705,0.325
706,0.1791044776119404
707,0.1791044776119404
708,0.285714285714286
709,0.168831168831169
710,0.168831168831169
711,0.168831168831169
712,0.310344827586207
713,0.310344827586207
714,0.115384615384615
715,0.115384615384615
716,0.260869565217392
717,0.260869565217392
718,0.431034482758621
719,0.3220338983050846
720,0.3220338983050846
721,0.461538461538462
722,0.461538461538462
723,0.34
724,0.34
725,0.307692307692307
726,0.0833333333333334
727,0.0833333333333334
728,0.34285714285714297
729,0.34285714285714297
730,0.470588235294117
731,0.470588235294117
732,0.2711864406779664
733,0.2711864406779664
734,0.0882352941176471
735,0.0882352941176471
736,0.30681818181818143
737,0.30681818181818143
738,0.1184210526315789
739,0.1184210526315789
740,0.8
741,0.0
742,0.0
743,0.2222222222222226
744,0.2222222222222226
745,0.777777777777778
746,0.777777777777778
747,0.3732394366197183
748,0.3732394366197183
749,0.4788732394366201
750,0.761904761904762
751,0.4703196347031965
752,0.4703196347031965
753,0.708860759493671
754,0.170731707317073
755,0.1666666666666666
756,0.1666666666666666
757,0.3214285714285714
758,0.3214285714285714
759,0.51219512195122
760,0.51219512195122
761,0.3255813953488375
762,0.3255813953488375
763,0.2807017543859644
764,0.242857142857143
765,0.328125
766,0.45652173913043503
767,0.44642857142857195
768,0.3125
769,0.3125
770,0.32
771,0.43661971830985913
772,0.43661971830985913
773,0.475728155339806
774,0.475728155339806
775,0.3720930232558137
776,0.33333333333333304
777,0.33333333333333304
778,0.260869565217391
779,0.260869565217391
780,0.431818181818182
781,0.431818181818182
782,0.418181818181818
783,0.418181818181818
784,0.557142857142857
785,0.170731707317073
786,0.170731707317073
787,0.1940298507462691
788,0.1940298507462691
789,0.5438596491228069
790,0.5438596491228069
791,0.2564102564102566
792,0.25
793,0.25
794,0.545454545454546
795,0.545454545454546
796,0.545454545454546
797,0.103448275862069
798,0.103448275862069
799,0.2222222222222221
800,0.580645161290322
801,0.580645161290322
802,0.35
803,0.1111111111111111
804,0.1111111111111111
805,0.36
806,0.36
807,0.379310344827586
808,0.379310344827586
809,0.2653061224489794
810,0.7
811,0.7
812,0.7
813,0.5892857142857146
814,0.0952380952380952
815,0.311111111111111
816,0.15686274509803919
817,0.15686274509803919
818,0.5333333333333337
819,0.5111111111111113
820,0.35365853658536606
821,0.35365853658536606
822,0.25
823,0.0
824,0.666666666666667
825,0.4430379746835441
826,0.379310344827587
827,0.379310344827587
828,0.746031746031746
829,0.377777777777778
830,0.377777777777778
831,0.407407407407408
832,0.407407407407408
833,0.225806451612903
834,0.11864406779660991
835,0.517241379310345
836,0.2278481012658233
837,0.4999999999999999
838,0.607843137254902
839,0.607843137254902
840,0.43956043956044
841,0.40350877192982504
842,0.413793103448276
843,0.413793103448276
844,0.3125
845,0.297872340425532
846,0.19148936170212771
847,0.353658536585366
848,0.0952380952380952
849,0.378378378378378
850,0.378378378378378
851,0.354838709677419
852,0.45454545454545486
853,0.45454545454545486
854,0.333333333333333
855,0.333333333333333
856,0.7113402061855669
857,0.7113402061855669
858,0.328947368421053
859,0.4285714285714287
860,0.4807692307692312
861,0.4807692307692312
862,0.4807692307692312
863,0.597222222222222
864,0.597222222222222
865,0.597222222222222
866,0.196969696969697
867,0.3125
868,0.48000000000000004
869,0.43037974683544333
870,0.43037974683544333
871,0.0
872,0.5044642857142854
873,0.5044642857142854
874,0.8783505154639172
875,0.8573388203017837
876,0.8573388203017837
877,0.8573388203017837
878,0.705128205128205
879,0.705128205128205
880,0.705128205128205
881,0.771739130434782
882,0.771739130434782
883,0.771739130434782
884,0.125
885,0.431818181818181
886,0.5571428571428569
887,0.5571428571428569
888,0.5571428571428569
889,0.517241379310345
890,0.517241379310345
891,0.517241379310345
892,0.870370370370371
893,0.870370370370371
894,0.827027027027027
895,0.827027027027027
896,0.827027027027027
897,0.433333333333333
898,0.433333333333333
899,0.6974789915966392
900,0.6974789915966392
901,0.7802197802197799
902,0.7802197802197799
903,0.7802197802197799
904,0.8458574181117536
905,0.8458574181117536
906,0.1379310344827586
907,0.0857142857142857
908,0.0857142857142857
909,0.863636363636364
910,0.8598130841121491
911,0.8598130841121491
912,0.0344827586206897
913,0.0
914,0.333333333333333
915,0.4081632653061222
916,0.0
917,0.780821917808219
918,0.780821917808219
919,0.7500000000000002
920,0.7500000000000002
921,0.6
